true_class,pred_class,calibrated_confidence,correct
Doddapatre,Doddapatre,0.9987,1
Doddapatre,Doddapatre,0.988,1
Doddapatre,Doddapatre,0.9655,1
Doddapatre,Doddapatre,0.9989,1
Doddapatre,Doddapatre,0.9999,1
Doddapatre,Doddapatre,0.9994,1
Doddapatre,Doddapatre,0.9991,1
Doddapatre,Doddapatre,0.955,1
Doddapatre,Doddapatre,0.88,1
Doddapatre,Doddapatre,0.9996,1
Doddapatre,Doddapatre,0.9995,1
Doddapatre,Doddapatre,0.9991,1
Doddapatre,Doddapatre,0.9965,1
Doddapatre,Doddapatre,0.9993,1
Doddapatre,Doddapatre,0.9996,1
Doddapatre,Doddapatre,0.971,1
Doddapatre,Doddapatre,0.9995,1
Doddapatre,Doddapatre,0.9992,1
Doddapatre,Doddapatre,0.998,1
Doddapatre,Doddapatre,0.9995,1
Doddapatre,Doddapatre,0.7972,1
Gauva,Lemon,0.5818,0
Gauva,Gauva,0.959,1
Gauva,Gauva,0.9999,1
Gauva,Gauva,0.9821,1
Gauva,Gauva,0.9944,1
Gauva,Gauva,0.9496,1
Gauva,Gauva,0.9872,1
Gauva,Gauva,0.9944,1
Gauva,Gauva,0.9996,1
Gauva,Gauva,0.7117,1
Gauva,Gauva,0.9947,1
Gauva,Gauva,0.9548,1
Gauva,Gauva,0.9785,1
Gauva,Gauva,0.7589,1
Gauva,Gauva,0.9995,1
Gauva,Gauva,0.9874,1
Gauva,Gauva,0.9299,1
Gauva,Ashwagandha,0.7861,0
Gauva,Gauva,0.9973,1
Gauva,Gauva,0.9997,1
Gauva,Gauva,0.9425,1
Gauva,Gauva,0.6829,1
Gauva,Gauva,0.9928,1
Geranium,Geranium,0.9536,1
Geranium,Geranium,0.7903,1
Geranium,Geranium,0.9901,1
Geranium,Geranium,0.9837,1
Geranium,Geranium,0.9889,1
Geranium,Geranium,0.9944,1
Geranium,Geranium,0.9877,1
Geranium,Castor,0.903,0
Geranium,Geranium,0.9886,1
Geranium,Geranium,0.9776,1
Geranium,Geranium,0.6657,1
Geranium,Geranium,0.8867,1
Geranium,Tulasi,0.3455,0
Geranium,Doddapatre,0.6578,0
Geranium,Geranium,0.9983,1
Geranium,Geranium,0.9938,1
Geranium,Geranium,0.9484,1
Geranium,Geranium,0.712,1
Geranium,Geranium,0.9986,1
Geranium,Geranium,0.6429,1
Geranium,Geranium,0.6588,1
Geranium,Geranium,0.98,1
Geranium,Geranium,0.9335,1
Henna,Doddapatre,0.6231,0
Henna,Henna,0.2404,1
Henna,Henna,0.7478,1
Henna,Henna,0.9536,1
Henna,Lemon,0.6304,0
Henna,Henna,0.7945,1
Henna,Henna,0.3461,1
Henna,Geranium,0.6102,0
Henna,Honge,0.6057,0
Henna,Henna,0.5395,1
Henna,Henna,0.3945,1
Henna,Tulasi,0.7209,0
Henna,Lemon,0.4412,0
Henna,Lemon,0.5777,0
Henna,Henna,0.6241,1
Henna,Lemon,0.4669,0
Henna,Sapota,0.7645,0
Henna,Tulasi,0.6516,0
Henna,Henna,0.9082,1
Henna,Doddapatre,0.4537,0
Henna,Castor,0.4922,0
Henna,Curry_Leaf,0.4798,0
Henna,Henna,0.4997,1
Henna,Henna,0.9526,1
Henna,Henna,0.8663,1
Henna,Henna,0.9574,1
Henna,Henna,0.7721,1
Henna,Henna,0.7644,1
Henna,Henna,0.7147,1
Henna,Henna,0.944,1
Henna,Henna,0.9435,1
Henna,Henna,0.9178,1
Henna,Henna,0.83,1
Henna,Henna,0.93,1
Henna,Henna,0.4933,1
Henna,Henna,0.9376,1
Henna,Henna,0.9337,1
Henna,Henna,0.9864,1
Hibiscus,Hibiscus,0.8449,1
Hibiscus,Hibiscus,0.9774,1
Hibiscus,Hibiscus,0.914,1
Hibiscus,Hibiscus,0.8725,1
Hibiscus,Hibiscus,0.5176,1
Hibiscus,Pappaya,0.3338,0
Hibiscus,Ashwagandha,0.939,0
Hibiscus,Pappaya,0.4401,0
Hibiscus,Lemon,0.6347,0
Hibiscus,Hibiscus,0.8802,1
Hibiscus,Hibiscus,0.607,1
Hibiscus,Hibiscus,0.7173,1
Hibiscus,Hibiscus,0.9488,1
Hibiscus,Hibiscus,0.5675,1
Hibiscus,Pappaya,0.5689,0
Hibiscus,Hibiscus,0.6435,1
Hibiscus,Rose,0.4922,0
Hibiscus,Sapota,0.3029,0
Hibiscus,Hibiscus,0.4552,1
Hibiscus,Pappaya,0.6968,0
Hibiscus,Ashwagandha,0.6884,0
Hibiscus,Hibiscus,0.7378,1
Hibiscus,Pappaya,0.7339,0
Hibiscus,Hibiscus,0.9578,1
Hibiscus,Hibiscus,0.9656,1
Hibiscus,Ashwagandha,0.7116,0
Hibiscus,Hibiscus,0.8238,1
Hibiscus,Lemon,0.4525,0
Hibiscus,Hibiscus,0.9903,1
Hibiscus,Hibiscus,0.9874,1
Hibiscus,Hibiscus,0.9962,1
Hibiscus,Hibiscus,0.961,1
Hibiscus,Hibiscus,0.9883,1
Hibiscus,Hibiscus,0.999,1
Hibiscus,Hibiscus,0.9901,1
Hibiscus,Sapota,0.5116,0
Hibiscus,Hibiscus,0.999,1
Hibiscus,Hibiscus,0.9985,1
Hibiscus,Hibiscus,0.9965,1
Hibiscus,Hibiscus,0.9969,1
Hibiscus,Hibiscus,0.9983,1
Honge,Gauva,0.29,0
Honge,Honge,0.9902,1
Honge,Honge,0.7986,1
Honge,Honge,0.9642,1
Honge,Honge,0.96,1
Honge,Henna,0.4482,0
Honge,Honge,0.9232,1
Honge,Honge,0.9279,1
Honge,Henna,0.3792,0
Honge,Honge,0.8577,1
Honge,Betel,0.5743,0
Honge,Honge,0.9965,1
Honge,Honge,0.9963,1
Honge,Honge,0.9132,1
Honge,Betel,0.6516,0
Honge,Honge,0.8288,1
Honge,Honge,0.7893,1
Honge,Honge,0.8012,1
Honge,Honge,0.7569,1
Honge,Tulasi,0.4158,0
Honge,Honge,0.9999,1
Honge,Insulin,0.3676,0
Honge,Honge,0.962,1
Insulin,Insulin,0.9973,1
Insulin,Insulin,0.9134,1
Insulin,Insulin,0.9973,1
Insulin,Insulin,0.9994,1
Insulin,Insulin,0.9997,1
Insulin,Insulin,0.9996,1
Insulin,Insulin,0.9991,1
Insulin,Insulin,0.9961,1
Insulin,Insulin,0.9991,1
Insulin,Insulin,0.9997,1
Insulin,Insulin,0.9999,1
Insulin,Insulin,0.7348,1
Insulin,Insulin,0.9972,1
Insulin,Insulin,0.9797,1
Insulin,Insulin,0.9989,1
Insulin,Insulin,0.9984,1
Insulin,Insulin,0.9996,1
Insulin,Insulin,0.6708,1
Insulin,Insulin,0.9998,1
Insulin,Insulin,0.9998,1
Insulin,Insulin,0.9996,1
Jasmine,Jasmine,0.9597,1
Jasmine,Jasmine,0.8168,1
Jasmine,Jasmine,0.9397,1
Jasmine,Jasmine,0.8597,1
Jasmine,Raktachandini,0.5467,0
Jasmine,Hibiscus,0.4435,0
Jasmine,Lemon,0.7304,0
Jasmine,Jasmine,0.9825,1
Jasmine,Hibiscus,0.4444,0
Jasmine,Jasmine,0.9874,1
Jasmine,Mango,0.7696,0
Jasmine,Jasmine,0.9808,1
Jasmine,Betel,0.3966,0
Jasmine,Hibiscus,0.9008,0
Jasmine,Jasmine,0.9865,1
Jasmine,Jasmine,0.6712,1
Jasmine,Betel,0.179,0
Jasmine,Jasmine,0.5321,1
Jasmine,Jasmine,0.457,1
Jasmine,Jasmine,0.8839,1
Jasmine,Jasmine,0.9382,1
Jasmine,Brahmi,0.2292,0
Jasmine,Jasmine,0.8867,1
Jasmine,Jasmine,0.7707,1
Jasmine,Pepper,0.3223,0
Jasmine,Jasmine,0.7187,1
Jasmine,Lemon,0.211,0
Jasmine,Jasmine,0.9355,1
Jasmine,Jasmine,0.8891,1
Lemon,Lemon,0.9418,1
Lemon,Lemon,0.9926,1
Lemon,Lemon,0.9976,1
Lemon,Lemon,0.9775,1
Lemon,Lemon,0.9794,1
Lemon,Lemon,0.9736,1
Lemon,Lemon,0.9288,1
Lemon,Tulasi,0.5386,0
Lemon,Lemon,0.9085,1
Lemon,Lemon,0.8544,1
Lemon,Tulasi,0.5513,0
Lemon,Lemon,0.9504,1
Lemon,Lemon,0.8549,1
Lemon,Lemon,0.9882,1
Lemon,Lemon,0.9897,1
Lemon,Lemon,0.9459,1
Lemon,Lemon,0.7138,1
Lemon,Lemon,0.9924,1
Lemon,Lemon,0.9842,1
Lemon,Lemon,0.9483,1
Lemon,Lemon,0.9703,1
Lemon,Lemon,0.9915,1
Lemon,Lemon,0.9996,1
Lemon,Lemon,0.6896,1
Lemon,Lemon,0.9863,1
Lemon,Hibiscus,0.6317,0
Lemon,Hibiscus,0.467,0
Lemon,Lemon,0.7291,1
Lemon,Lemon,0.9919,1
Lemon,Lemon,0.9938,1
Lemon,Lemon,0.9993,1
Lemon,Lemon,1.0,1
Lemon,Lemon,0.9469,1
Lemon,Lemon,0.7573,1
Lemon,Lemon,0.9981,1
Lemon,Lemon,0.739,1
Lemon,Lemon,0.5822,1
Lemon,Lemon,0.9766,1
Lemon_grass,Lemon_grass,1.0,1
Lemon_grass,Lemon_grass,1.0,1
Lemon_grass,Henna,0.3174,0
Lemon_grass,Lemon_grass,0.9165,1
Lemon_grass,Lemon_grass,0.9557,1
Lemon_grass,Lemon_grass,0.9999,1
Lemon_grass,Lemon_grass,0.9809,1
Lemon_grass,Lemon_grass,0.9977,1
Lemon_grass,Lemon_grass,0.9998,1
Lemon_grass,Lemon_grass,0.9667,1
Lemon_grass,Lemon_grass,0.9835,1
Lemon_grass,Lemon_grass,0.9339,1
Lemon_grass,Lemon_grass,0.9992,1
Lemon_grass,Lemon_grass,1.0,1
Lemon_grass,Lemon_grass,0.9983,1
Lemon_grass,Lemon_grass,0.9584,1
Lemon_grass,Lemon_grass,0.9993,1
Lemon_grass,Lemon_grass,0.728,1
Lemon_grass,Lemon_grass,0.9995,1
Lemon_grass,Lemon_grass,0.9998,1
Lemon_grass,Lemon_grass,0.9982,1
Lemon_grass,Lemon_grass,1.0,1
Mango,Aloevera,0.9181,0
Mango,Mango,0.9779,1
Mango,Mango,0.9916,1
Mango,Mango,0.5515,1
Mango,Mango,0.9979,1
Mango,Mango,0.9679,1
Mango,Mango,0.4222,1
Mango,Mango,0.7586,1
Mango,Castor,0.4993,0
Mango,Mango,0.9392,1
Mango,Mango,0.787,1
Mango,Mango,0.9717,1
Mango,Pepper,0.6185,0
Mango,Mango,0.988,1
Mango,Mango,0.6878,1
Mango,Mango,0.7528,1
Mango,Lemon,0.7192,0
Mango,Mango,0.8943,1
Mango,Mango,0.9966,1
Mango,Mango,0.9009,1
Mango,Aloevera,0.9487,0
Mango,Mango,0.8054,1
Mango,Amla,0.4955,0
Mint,Mint,0.8718,1
Mint,Mint,0.9995,1
Mint,Mint,0.9947,1
Mint,Mint,0.9084,1
Mint,Geranium,0.8557,0
Mint,Mint,0.9957,1
Mint,Mint,0.957,1
Mint,Doddapatre,0.5319,0
Mint,Mint,0.8742,1
Mint,Mint,0.9988,1
Mint,Mint,0.8798,1
Mint,Mint,0.5955,1
Mint,Mint,0.9993,1
Mint,Doddapatre,0.9109,0
Mint,Mint,0.8831,1
Mint,Mint,0.8719,1
Mint,Geranium,0.6038,0
Mint,Mint,0.9812,1
Mint,Mint,0.7823,1
Mint,Mint,0.5294,1
Mint,Mint,0.8711,1
Mint,Mint,0.9993,1
Mint,Mint,0.9876,1
Mint,Mint,0.9993,1
Mint,Mint,0.9971,1
Mint,Mint,0.9995,1
Mint,Mint,0.9603,1
Mint,Mint,0.9937,1
Mint,Mint,0.9948,1
Mint,Mint,0.9066,1
Mint,Mint,0.9996,1
Mint,Mint,0.9986,1
Mint,Mint,0.7003,1
Mint,Mint,0.997,1
Mint,Mint,0.9755,1
Mint,Mint,0.9993,1
Mint,Mint,0.9983,1
Mint,Mint,0.994,1
Mint,Mint,0.9872,1
Nagadali,Nagadali,0.7438,1
Nagadali,Lemon,0.3,0
Nagadali,Castor,0.9879,0
Nagadali,Nagadali,0.9548,1
Nagadali,Nagadali,0.9197,1
Nagadali,Nagadali,0.5267,1
Nagadali,Nagadali,0.9651,1
Nagadali,Nagadali,0.826,1
Nagadali,Nagadali,0.9637,1
Nagadali,Nagadali,0.9715,1
Nagadali,Castor,0.9267,0
Nagadali,Nagadali,0.3734,1
Nagadali,Nagadali,0.8583,1
Nagadali,Castor,0.5851,0
Nagadali,Nagadali,0.9809,1
Nagadali,Lemon,0.3351,0
Nagadali,Nagadali,0.7336,1
Nagadali,Nagadali,0.9757,1
Nagadali,Pappaya,0.4617,0
Nagadali,Nagadali,0.622,1
Nagadali,Castor,0.4038,0
Nagadali,Nagadali,0.9702,1
Nagadali,Nagadali,0.9253,1
Neem,Mango,0.7867,0
Neem,Gauva,0.7022,0
Neem,Mango,0.3928,0
Neem,Castor,0.5067,0
Neem,Ashoka,0.8261,0
Neem,Ashoka,0.7378,0
Neem,Ashoka,0.5756,0
Neem,Ashoka,0.6101,0
Neem,Neem,0.5593,1
Neem,Gauva,0.5586,0
Neem,Neem,0.5079,1
Neem,Mango,0.5361,0
Neem,Mango,0.8444,0
Neem,Neem,0.983,1
Neem,Aloevera,0.2995,0
Neem,Neem,0.8954,1
Neem,Brahmi,0.4164,0
Neem,Doddapatre,0.6563,0
Neem,Aloevera,0.4532,0
Neem,Neem,0.534,1
Neem,Neem,0.4599,1
Neem,Mango,0.4156,0
Neem,Gauva,0.5997,0
Neem,Ashoka,0.8658,0
Neem,Neem,0.9283,1
Neem,Neem,0.9901,1
Neem,Neem,0.993,1
Neem,Neem,0.9066,1
Neem,Neem,0.9962,1
Neem,Neem,0.7184,1
Neem,Neem,0.9875,1
Neem,Neem,0.9302,1
Neem,Neem,0.9896,1
Neem,Neem,0.9912,1
Neem,Neem,0.7786,1
Neem,Neem,0.9194,1
Neem,Curry_Leaf,0.5123,0
Neem,Neem,0.4223,1
Pappaya,Pappaya,0.9079,1
Pappaya,Pappaya,0.987,1
Pappaya,Ashwagandha,0.3087,0
Pappaya,Pappaya,0.5719,1
Pappaya,Pappaya,0.9381,1
Pappaya,Pappaya,0.9062,1
Pappaya,Pappaya,0.9997,1
Pappaya,Pappaya,0.8627,1
Pappaya,Pappaya,0.6134,1
Pappaya,Pepper,0.6725,0
Pappaya,Pappaya,0.8078,1
Pappaya,Pappaya,0.936,1
Pappaya,Pappaya,0.9994,1
Pappaya,Pappaya,0.6467,1
Pappaya,Ashwagandha,0.3323,0
Pappaya,Pappaya,0.9767,1
Pappaya,Lemon,0.4632,0
Pappaya,Pappaya,0.9924,1
Pappaya,Ashwagandha,0.4704,0
Pappaya,Pappaya,0.9997,1
Pappaya,Pappaya,0.989,1
Pappaya,Pappaya,0.5147,1
Pappaya,Pappaya,0.9982,1
Pepper,Pepper,0.999,1
Pepper,Pepper,0.8858,1
Pepper,Pepper,0.9491,1
Pepper,Pepper,0.998,1
Pepper,Pepper,0.9983,1
Pepper,Pepper,0.9999,1
Pepper,Pepper,0.9994,1
Pepper,Pepper,0.9583,1
Pepper,Pepper,0.9819,1
Pepper,Pepper,0.9935,1
Pepper,Pepper,0.9352,1
Pepper,Pepper,0.9811,1
Pepper,Pepper,0.9677,1
Pepper,Pepper,0.9445,1
Pepper,Pepper,0.9707,1
Pepper,Pepper,0.9994,1
Pepper,Pepper,0.9998,1
Pepper,Pepper,0.8774,1
Pepper,Pepper,0.9982,1
Pepper,Pepper,0.9929,1
Pepper,Pepper,0.9961,1
Pepper,Pepper,0.8458,1
Pomegranate,Pomegranate,0.9739,1
Pomegranate,Castor,0.3018,0
Pomegranate,Geranium,0.4476,0
Pomegranate,Pomegranate,0.8815,1
Pomegranate,Jasmine,0.6207,0
Pomegranate,Geranium,0.6225,0
Pomegranate,Pomegranate,0.8945,1
Pomegranate,Pomegranate,0.9378,1
Pomegranate,Brahmi,0.2945,0
Pomegranate,Pomegranate,0.5703,1
Pomegranate,Pomegranate,0.7951,1
Pomegranate,Aloevera,0.6564,0
Pomegranate,Ashoka,0.2069,0
Pomegranate,Jasmine,0.262,0
Pomegranate,Pomegranate,0.966,1
Pomegranate,Pomegranate,0.6031,1
Pomegranate,Pomegranate,0.9728,1
Pomegranate,Pomegranate,0.9987,1
Pomegranate,Pomegranate,0.2705,1
Pomegranate,Pomegranate,0.9876,1
Pomegranate,Pomegranate,0.3779,1
Pomegranate,Pomegranate,0.8514,1
Raktachandini,Raktachandini,0.8205,1
Raktachandini,Raktachandini,0.9747,1
Raktachandini,Raktachandini,0.9352,1
Raktachandini,Raktachandini,0.9996,1
Raktachandini,Raktachandini,0.9358,1
Raktachandini,Raktachandini,0.9298,1
Raktachandini,Raktachandini,0.9666,1
Raktachandini,Raktachandini,0.9857,1
Raktachandini,Raktachandini,0.8492,1
Raktachandini,Raktachandini,0.9463,1
Raktachandini,Raktachandini,0.9557,1
Raktachandini,Raktachandini,0.8494,1
Raktachandini,Raktachandini,0.9631,1
Raktachandini,Raktachandini,0.9988,1
Raktachandini,Raktachandini,0.9362,1
Raktachandini,Raktachandini,0.927,1
Raktachandini,Raktachandini,0.9387,1
Raktachandini,Raktachandini,0.9982,1
Raktachandini,Raktachandini,0.9996,1
Raktachandini,Pepper,0.675,0
Raktachandini,Raktachandini,0.8765,1
Raktachandini,Raktachandini,0.9611,1
Raktachandini,Raktachandini,0.9783,1
Rose,Doddapatre,0.5414,0
Rose,Tulasi,0.3293,0
Rose,Rose,0.9489,1
Rose,Rose,0.7875,1
Rose,Rose,0.8183,1
Rose,Tulasi,0.3775,0
Rose,Rose,0.895,1
Rose,Rose,0.2841,1
Rose,Rose,0.9001,1
Rose,Rose,0.9335,1
Rose,Castor,0.5712,0
Rose,Lemon,0.4295,0
Rose,Rose,0.967,1
Rose,Rose,0.9619,1
Rose,Rose,0.625,1
Rose,Castor,0.8897,0
Rose,Rose,0.7612,1
Rose,Pappaya,0.4103,0
Rose,Rose,0.9809,1
Rose,Rose,0.5776,1
Rose,Rose,0.9811,1
Rose,Pappaya,0.5328,0
Rose,Tulasi,0.4941,0
Rose,Rose,0.9517,1
Rose,Rose,0.9559,1
Rose,Rose,0.8857,1
Sapota,Sapota,0.9064,1
Sapota,Ashwagandha,0.2629,0
Sapota,Sapota,0.9987,1
Sapota,Sapota,0.871,1
Sapota,Sapota,0.9943,1
Sapota,Sapota,0.9961,1
Sapota,Sapota,0.9521,1
Sapota,Sapota,0.9994,1
Sapota,Sapota,0.6192,1
Sapota,Sapota,0.9986,1
Sapota,Sapota,0.9984,1
Sapota,Sapota,0.8593,1
Sapota,Sapota,0.9984,1
Sapota,Sapota,0.9935,1
Sapota,Sapota,0.9912,1
Sapota,Sapota,0.994,1
Sapota,Sapota,0.9446,1
Sapota,Sapota,0.9996,1
Sapota,Sapota,0.9963,1
Sapota,Sapota,1.0,1
Sapota,Sapota,0.9983,1
Sapota,Sapota,0.9994,1
Sapota,Sapota,0.9973,1
Sapota,Sapota,0.9993,1
Sapota,Sapota,0.9979,1
Sapota,Sapota,0.9994,1
Sapota,Sapota,0.9995,1
Sapota,Sapota,0.9928,1
Sapota,Sapota,0.9599,1
Sapota,Ashoka,0.8159,0
Sapota,Sapota,0.9999,1
Sapota,Sapota,0.9827,1
Sapota,Sapota,0.9924,1
Sapota,Sapota,0.9911,1
Sapota,Sapota,0.9987,1
Sapota,Sapota,0.9998,1
Sapota,Sapota,0.9936,1
Sapota,Sapota,0.9864,1
Tulasi,Tulasi,0.4251,1
