true_class,pred_class,calibrated_confidence,correct
Bamboo,Bamboo,0.9995,1
Basale,Basale,0.9123,1
Basale,Basale,0.9999,1
Basale,Basale,0.997,1
Basale,Basale,0.7181,1
Basale,Basale,0.9144,1
Basale,Basale,0.7786,1
Basale,Basale,0.7793,1
Basale,Basale,0.9949,1
Basale,Basale,0.8472,1
Basale,Avacado,0.2704,0
Basale,Basale,0.9997,1
Basale,Basale,0.9995,1
Basale,Basale,0.9667,1
Basale,Basale,1.0,1
Basale,Basale,0.9987,1
Basale,Basale,0.9498,1
Basale,Henna,0.3209,0
Basale,Basale,0.9998,1
Basale,Basale,0.9983,1
Basale,Basale,0.9997,1
Basale,Basale,0.6631,1
Basale,Basale,0.515,1
Basale,Basale,0.9896,1
Betel,Betel,0.9821,1
Betel,Betel,0.9906,1
Betel,Betel,0.9182,1
Betel,Betel,0.5472,1
Betel,Betel,0.9736,1
Betel,Betel,0.6611,1
Betel,Betel,0.9698,1
Betel,Amruta_Balli,0.4922,0
Betel,Betel,0.9999,1
Betel,Avacado,0.5391,0
Betel,Betel,0.4824,1
Betel,Betel,0.9851,1
Betel,Nooni,0.5452,0
Betel,Betel,0.9624,1
Betel,Betel,0.9887,1
Betel,Betel,0.6214,1
Betel,Betel,0.602,1
Betel,Betel,0.9878,1
Betel,Betel,0.897,1
Betel,Betel,0.9994,1
Betel,Betel,0.9955,1
Betel,Betel,0.9365,1
Betel,Betel,0.9979,1
Betel,Betel,0.9969,1
Betel_Nut,Betel_Nut,0.9975,1
Betel_Nut,Betel_Nut,1.0,1
Betel_Nut,Betel_Nut,0.9999,1
Betel_Nut,Betel_Nut,1.0,1
Betel_Nut,Betel_Nut,0.9998,1
Betel_Nut,Betel_Nut,1.0,1
Betel_Nut,Betel_Nut,0.9956,1
Betel_Nut,Betel_Nut,0.999,1
Betel_Nut,Betel_Nut,0.9999,1
Betel_Nut,Betel_Nut,0.9997,1
Betel_Nut,Betel_Nut,0.9935,1
Betel_Nut,Betel_Nut,0.9049,1
Betel_Nut,Betel_Nut,0.9999,1
Betel_Nut,Aloevera,0.7505,0
Betel_Nut,Betel_Nut,1.0,1
Betel_Nut,Betel_Nut,0.9661,1
Betel_Nut,Betel_Nut,0.9998,1
Betel_Nut,Betel_Nut,0.9971,1
Betel_Nut,Betel_Nut,0.9988,1
Betel_Nut,Betel_Nut,0.9999,1
Betel_Nut,Betel_Nut,1.0,1
Betel_Nut,Betel_Nut,1.0,1
Betel_Nut,Betel_Nut,1.0,1
Brahmi,Raktachandini,0.5038,0
Brahmi,Brahmi,0.9953,1
Brahmi,Brahmi,0.997,1
Brahmi,Brahmi,0.9989,1
Brahmi,Brahmi,0.7964,1
Brahmi,Brahmi,0.9963,1
Brahmi,Brahmi,0.5757,1
Brahmi,Brahmi,0.9954,1
Brahmi,Brahmi,0.8756,1
Brahmi,Brahmi,0.7654,1
Brahmi,Brahmi,0.9667,1
Brahmi,Brahmi,0.9468,1
Brahmi,Brahmi,0.9936,1
Brahmi,Jasmine,0.8607,0
Brahmi,Brahmi,0.8502,1
Brahmi,Brahmi,0.7617,1
Brahmi,Rose,0.5352,0
Brahmi,Brahmi,0.9543,1
Brahmi,Brahmi,0.9968,1
Brahmi,Brahmi,0.9964,1
Brahmi,Raktachandini,0.4709,0
Brahmi,Brahmi,0.9952,1
Brahmi,Brahmi,0.9115,1
Castor,Castor,1.0,1
Castor,Henna,0.2558,0
Castor,Castor,1.0,1
Castor,Castor,1.0,1
Castor,Castor,0.9239,1
Castor,Castor,0.9925,1
Castor,Castor,0.9986,1
Castor,Castor,1.0,1
Castor,Castor,1.0,1
Castor,Castor,0.9138,1
Castor,Castor,0.9995,1
Castor,Castor,0.9999,1
Castor,Castor,0.9992,1
Castor,Castor,0.9999,1
Castor,Castor,0.9997,1
Castor,Castor,0.9822,1
Castor,Castor,0.9996,1
Castor,Castor,0.8942,1
Castor,Castor,0.8216,1
Castor,Castor,0.9933,1
Castor,Castor,0.9927,1
Castor,Castor,0.9999,1
Castor,Castor,1.0,1
Castor,Castor,0.9974,1
Curry_Leaf,Curry_Leaf,0.4882,1
Curry_Leaf,Curry_Leaf,0.9929,1
Curry_Leaf,Curry_Leaf,0.994,1
Curry_Leaf,Curry_Leaf,1.0,1
Curry_Leaf,Curry_Leaf,0.9992,1
Curry_Leaf,Curry_Leaf,0.8556,1
Curry_Leaf,Curry_Leaf,0.9926,1
Curry_Leaf,Curry_Leaf,0.865,1
Curry_Leaf,Curry_Leaf,0.9795,1
Curry_Leaf,Nithyapushpa,0.7179,0
Curry_Leaf,Curry_Leaf,0.6951,1
Curry_Leaf,Curry_Leaf,0.9991,1
Curry_Leaf,Curry_Leaf,0.6784,1
Curry_Leaf,Curry_Leaf,0.9694,1
Curry_Leaf,Curry_Leaf,0.9831,1
Curry_Leaf,Curry_Leaf,0.9995,1
Curry_Leaf,Curry_Leaf,0.9239,1
Curry_Leaf,Curry_Leaf,0.4192,1
Curry_Leaf,Curry_Leaf,0.8105,1
Curry_Leaf,Curry_Leaf,0.7509,1
Curry_Leaf,Curry_Leaf,0.5042,1
Curry_Leaf,Lemon,0.4263,0
Curry_Leaf,Curry_Leaf,0.993,1
Curry_Leaf,Curry_Leaf,1.0,1
Curry_Leaf,Curry_Leaf,0.9997,1
Curry_Leaf,Curry_Leaf,0.999,1
Curry_Leaf,Curry_Leaf,0.9968,1
Curry_Leaf,Curry_Leaf,1.0,1
Curry_Leaf,Curry_Leaf,0.9992,1
Curry_Leaf,Curry_Leaf,0.9994,1
Curry_Leaf,Curry_Leaf,0.9978,1
Curry_Leaf,Curry_Leaf,1.0,1
Curry_Leaf,Curry_Leaf,0.9994,1
Curry_Leaf,Curry_Leaf,1.0,1
Curry_Leaf,Curry_Leaf,0.9602,1
Curry_Leaf,Curry_Leaf,0.9936,1
Curry_Leaf,Curry_Leaf,0.9909,1
Curry_Leaf,Curry_Leaf,1.0,1
Doddapatre,Doddapatre,0.998,1
Doddapatre,Doddapatre,0.9995,1
Doddapatre,Doddapatre,0.9941,1
Doddapatre,Doddapatre,0.9995,1
Doddapatre,Doddapatre,0.999,1
Doddapatre,Doddapatre,0.9644,1
Doddapatre,Doddapatre,1.0,1
Doddapatre,Doddapatre,0.9992,1
Doddapatre,Doddapatre,0.9995,1
Doddapatre,Doddapatre,0.9999,1
Doddapatre,Doddapatre,0.9999,1
Doddapatre,Doddapatre,0.9997,1
Doddapatre,Doddapatre,1.0,1
Doddapatre,Doddapatre,1.0,1
Doddapatre,Doddapatre,0.9487,1
Doddapatre,Doddapatre,1.0,1
Doddapatre,Doddapatre,1.0,1
Doddapatre,Doddapatre,1.0,1
Doddapatre,Doddapatre,0.9854,1
Doddapatre,Doddapatre,0.9053,1
Doddapatre,Doddapatre,0.9895,1
Doddapatre,Doddapatre,0.9995,1
Doddapatre,Doddapatre,0.8835,1
Ekka,Ekka,0.953,1
Ekka,Ekka,0.9517,1
Ekka,Ekka,1.0,1
Ekka,Ekka,0.9872,1
Ekka,Ekka,0.9793,1
Ekka,Ekka,0.9854,1
Ekka,Ekka,0.9999,1
Ekka,Ekka,0.9782,1
Ekka,Ekka,0.9799,1
Ekka,Ekka,0.9475,1
Ekka,Ekka,0.9152,1
Ekka,Ekka,0.9677,1
Ekka,Ekka,0.94,1
Ekka,Ekka,0.9998,1
Ekka,Ekka,0.9669,1
Ekka,Ekka,0.8795,1
Ekka,Ekka,0.9331,1
Ekka,Ekka,1.0,1
Ekka,Ekka,0.9998,1
Ekka,Ekka,0.9395,1
Ekka,Ekka,0.9706,1
Ekka,Ekka,0.9949,1
Ekka,Ekka,0.9962,1
Ganike,Ganike,0.9771,1
Ganike,Ganike,0.8524,1
Ganike,Ganike,0.8253,1
Ganike,Ganike,0.9832,1
Ganike,Ganike,0.9188,1
Ganike,Ganike,0.831,1
Ganike,Ganike,0.8488,1
Ganike,Ganike,0.9783,1
Ganike,Ganike,0.9665,1
Ganike,Ganike,0.9473,1
Ganike,Ganike,0.9231,1
Ganike,Ganike,0.7711,1
Ganike,Ganike,0.9501,1
Ganike,Ganike,0.9944,1
Ganike,Ganike,0.8721,1
Ganike,Ganike,0.9807,1
Ganike,Ganike,0.9426,1
Ganike,Ganike,0.9874,1
Gauva,Gauva,0.986,1
Gauva,Mango,0.7504,0
Gauva,Gauva,0.9798,1
Gauva,Gauva,0.8142,1
Gauva,Gauva,0.6225,1
Gauva,Gauva,0.9984,1
Gauva,Gauva,0.9532,1
Gauva,Gauva,0.8064,1
Gauva,Gauva,0.9289,1
Gauva,Gauva,0.9491,1
Gauva,Gauva,0.9997,1
Gauva,Gauva,0.9876,1
Gauva,Gauva,0.9927,1
Gauva,Gauva,0.9957,1
Gauva,Gauva,0.9971,1
Gauva,Gauva,0.5363,1
Gauva,Gauva,0.9985,1
Gauva,Gauva,0.9847,1
Gauva,Gauva,0.9995,1
Gauva,Gauva,0.7541,1
Gauva,Gauva,0.8686,1
Gauva,Gauva,0.7494,1
Gauva,Gauva,0.993,1
Geranium,Lemon,0.7279,0
Geranium,Geranium,0.9969,1
Geranium,Geranium,0.9999,1
Geranium,Raktachandini,0.3818,0
Geranium,Geranium,0.6437,1
Geranium,Geranium,0.9511,1
Geranium,Geranium,0.9889,1
Geranium,Geranium,0.5218,1
Geranium,Geranium,0.9998,1
Geranium,Geranium,0.9996,1
Geranium,Geranium,0.9797,1
Geranium,Geranium,0.9928,1
Geranium,Geranium,0.9999,1
Geranium,Geranium,0.9998,1
Geranium,Geranium,0.9712,1
Geranium,Geranium,0.9961,1
Geranium,Doddapatre,0.8311,0
Geranium,Geranium,0.9961,1
Geranium,Geranium,0.9663,1
Geranium,Geranium,0.9015,1
Geranium,Geranium,0.8354,1
Geranium,Doddapatre,0.3673,0
Geranium,Geranium,0.9997,1
Henna,Avacado,0.524,0
Henna,Nooni,0.8388,0
Henna,Henna,0.746,1
Henna,Nooni,0.9545,0
Henna,Henna,0.6254,1
Henna,Nooni,0.53,0
Henna,Basale,0.9567,0
Henna,Henna,0.5187,1
Henna,Basale,0.9091,0
Henna,Henna,0.5487,1
Henna,Avacado,0.3579,0
Henna,Henna,0.8624,1
Henna,Henna,0.9349,1
Henna,Henna,0.7631,1
Henna,Lemon,0.7029,0
Henna,Nooni,0.4073,0
Henna,Henna,0.671,1
Henna,Avacado,0.7766,0
Henna,Mango,0.2178,0
Henna,Henna,0.3871,1
Henna,Henna,0.6488,1
Henna,Lemon,0.6061,0
Henna,Henna,0.7231,1
Henna,Pappaya,0.7553,0
Henna,Henna,0.9956,1
Henna,Henna,0.9919,1
Henna,Henna,0.9786,1
Henna,Henna,0.9962,1
Henna,Henna,0.9698,1
Henna,Henna,0.8414,1
Henna,Henna,0.9085,1
Henna,Henna,0.9884,1
Henna,Henna,0.9564,1
Henna,Henna,0.9808,1
Henna,Henna,0.9972,1
Henna,Henna,0.9979,1
Henna,Henna,0.9933,1
Henna,Henna,0.9994,1
Hibiscus,Rose,0.54,0
Hibiscus,Hibiscus,0.9895,1
Hibiscus,Hibiscus,0.9345,1
Hibiscus,Hibiscus,0.963,1
Hibiscus,Nithyapushpa,0.626,0
Hibiscus,Hibiscus,0.9912,1
Hibiscus,Hibiscus,0.9634,1
Hibiscus,Hibiscus,0.9691,1
Hibiscus,Lemon,0.98,0
Hibiscus,Hibiscus,0.9826,1
Hibiscus,Hibiscus,0.9998,1
Hibiscus,Hibiscus,0.8076,1
Hibiscus,Hibiscus,0.9996,1
Hibiscus,Pappaya,0.4991,0
Hibiscus,Hibiscus,0.9875,1
Hibiscus,Hibiscus,0.9238,1
Hibiscus,Hibiscus,0.9535,1
Hibiscus,Hibiscus,0.9757,1
Hibiscus,Hibiscus,0.9064,1
Hibiscus,Nithyapushpa,0.9641,0
Hibiscus,Hibiscus,0.5571,1
Hibiscus,Lemon,0.3377,0
Hibiscus,Hibiscus,0.8598,1
Hibiscus,Hibiscus,0.8037,1
Hibiscus,Hibiscus,0.9976,1
Hibiscus,Hibiscus,0.9105,1
Hibiscus,Hibiscus,0.9999,1
Hibiscus,Hibiscus,0.9027,1
Hibiscus,Gauva,0.7589,0
Hibiscus,Hibiscus,0.4642,1
Hibiscus,Hibiscus,0.9998,1
Hibiscus,Hibiscus,0.999,1
Hibiscus,Hibiscus,0.9993,1
Hibiscus,Hibiscus,0.9988,1
Hibiscus,Hibiscus,0.8607,1
Hibiscus,Hibiscus,0.9928,1
Hibiscus,Hibiscus,0.9987,1
Hibiscus,Hibiscus,0.9931,1
Hibiscus,Hibiscus,0.9998,1
Hibiscus,Hibiscus,0.9917,1
Hibiscus,Hibiscus,0.9922,1
Honge,Honge,0.9996,1
Honge,Honge,0.9991,1
Honge,Honge,0.5959,1
Honge,Honge,0.9933,1
Honge,Honge,0.9987,1
Honge,Honge,0.9995,1
Honge,Nooni,0.7539,0
Honge,Honge,0.6255,1
Honge,Honge,0.9666,1
Honge,Geranium,0.506,0
Honge,Honge,0.4835,1
Honge,Honge,0.9987,1
Honge,Honge,0.9988,1
Honge,Honge,0.9971,1
Honge,Honge,0.3622,1
Honge,Honge,0.8789,1
Honge,Honge,0.9741,1
Honge,Honge,1.0,1
Honge,Honge,0.9963,1
Honge,Honge,0.6841,1
Honge,Honge,0.8032,1
Honge,Honge,0.9998,1
Honge,Basale,0.7399,0
Insulin,Insulin,0.9998,1
Insulin,Insulin,1.0,1
Insulin,Insulin,1.0,1
Insulin,Insulin,0.8133,1
Insulin,Insulin,0.9999,1
Insulin,Insulin,0.9999,1
Insulin,Insulin,0.9997,1
Insulin,Insulin,0.9998,1
Insulin,Insulin,0.7906,1
Insulin,Insulin,0.9974,1
Insulin,Avacado,0.5367,0
Insulin,Insulin,0.9893,1
Insulin,Insulin,0.9967,1
Insulin,Insulin,1.0,1
Insulin,Insulin,1.0,1
Insulin,Insulin,1.0,1
Insulin,Insulin,0.9996,1
Insulin,Insulin,0.9994,1
Insulin,Insulin,0.8627,1
Insulin,Insulin,0.9492,1
Insulin,Insulin,0.9966,1
Jasmine,Hibiscus,0.5547,0
Jasmine,Jasmine,0.9919,1
Jasmine,Jasmine,0.9999,1
Jasmine,Geranium,0.9194,0
Jasmine,Betel,0.4021,0
Jasmine,Jasmine,0.9894,1
Jasmine,Jasmine,0.9996,1
Jasmine,Jasmine,0.9947,1
Jasmine,Jasmine,0.574,1
Jasmine,Jasmine,0.9567,1
Jasmine,Rose,0.2384,0
Jasmine,Avacado,0.6221,0
Jasmine,Jasmine,0.794,1
Jasmine,Jasmine,0.9751,1
Jasmine,Jasmine,0.3898,1
Jasmine,Jasmine,1.0,1
Jasmine,Jasmine,0.8319,1
Jasmine,Jasmine,0.7239,1
Jasmine,Jasmine,0.9118,1
Jasmine,Jasmine,0.998,1
Jasmine,Jasmine,0.9866,1
Jasmine,Jasmine,0.9999,1
Jasmine,Jasmine,0.9989,1
Jasmine,Jasmine,0.9689,1
Jasmine,Jasmine,0.9911,1
Jasmine,Jasmine,0.9579,1
Jasmine,Jasmine,0.9924,1
Jasmine,Jasmine,0.6973,1
Jasmine,Jasmine,0.9864,1
Lemon,Ashwagandha,0.4728,0
Lemon,Lemon,0.964,1
Lemon,Lemon,0.9784,1
Lemon,Lemon,0.9968,1
Lemon,Lemon,0.9506,1
Lemon,Lemon,0.9966,1
Lemon,Lemon,0.9916,1
Lemon,Lemon,0.9535,1
Lemon,Lemon,0.996,1
Lemon,Lemon,0.9997,1
Lemon,Lemon,0.329,1
Lemon,Lemon,0.9954,1
Lemon,Lemon,0.8357,1
Lemon,Lemon,0.9978,1
Lemon,Lemon,0.9843,1
Lemon,Lemon,0.6213,1
Lemon,Lemon,0.9926,1
Lemon,Lemon,0.9695,1
Lemon,Lemon,0.9509,1
Lemon,Lemon,0.9964,1
Lemon,Lemon,0.9945,1
Lemon,Lemon,0.9889,1
Lemon,Lemon,0.5604,1
Lemon,Lemon,0.9908,1
Lemon,Lemon,0.996,1
Lemon,Lemon,0.9997,1
Lemon,Lemon,0.9982,1
Lemon,Lemon,0.966,1
Lemon,Lemon,0.9956,1
Lemon,Lemon,0.9986,1
Lemon,Lemon,0.9965,1
Lemon,Lemon,0.9998,1
Lemon,Lemon,0.9988,1
Lemon,Lemon,0.9973,1
Lemon,Lemon,0.9995,1
Lemon,Lemon,0.9997,1
Lemon,Lemon,0.9122,1
Lemon,Lemon,0.9994,1
Lemon_grass,Lemon_grass,0.9998,1
Lemon_grass,Lemon_grass,1.0,1
Lemon_grass,Lemon_grass,1.0,1
Lemon_grass,Lemon_grass,0.9982,1
Lemon_grass,Lemon_grass,0.9905,1
Lemon_grass,Lemon_grass,0.9994,1
Lemon_grass,Lemon_grass,1.0,1
Lemon_grass,Lemon_grass,0.999,1
Lemon_grass,Lemon_grass,1.0,1
Lemon_grass,Lemon_grass,0.9816,1
Lemon_grass,Lemon_grass,0.9865,1
Lemon_grass,Lemon_grass,0.9999,1
Lemon_grass,Lemon_grass,1.0,1
Lemon_grass,Lemon_grass,1.0,1
Lemon_grass,Lemon_grass,0.9996,1
Lemon_grass,Lemon_grass,0.9994,1
Lemon_grass,Lemon_grass,0.9994,1
Lemon_grass,Lemon_grass,0.9998,1
Lemon_grass,Lemon_grass,0.9997,1
Lemon_grass,Lemon_grass,0.992,1
Lemon_grass,Lemon_grass,0.9997,1
Lemon_grass,Lemon_grass,1.0,1
Mango,Mango,0.9482,1
Mango,Mango,0.681,1
Mango,Mango,0.8694,1
Mango,Mango,0.6278,1
Mango,Mango,0.7807,1
Mango,Mango,0.3935,1
Mango,Mango,0.987,1
Mango,Gauva,0.8818,0
Mango,Mango,0.8334,1
Mango,Mango,0.8037,1
Mango,Mango,0.7636,1
Mango,Mango,0.752,1
Mango,Mango,0.7858,1
Mango,Mango,0.9744,1
Mango,Gauva,0.6989,0
Mango,Mango,0.9809,1
Mango,Mango,0.9331,1
Mango,Mango,0.7506,1
Mango,Mango,0.9501,1
Mango,Mango,0.8028,1
Mango,Mango,0.9842,1
Mango,Nooni,0.4031,0
Mango,Mango,0.722,1
Mint,Doddapatre,0.964,0
Mint,Mint,0.5039,1
Mint,Mint,0.5825,1
Mint,Mint,0.7366,1
Mint,Mint,0.8168,1
Mint,Mint,0.9963,1
Mint,Doddapatre,0.4479,0
Mint,Jasmine,0.5154,0
Mint,Mint,0.8532,1
Mint,Mint,0.9123,1
Mint,Mint,0.9927,1
Mint,Mint,0.7594,1
Mint,Mint,0.957,1
Mint,Mint,0.8515,1
Mint,Mint,0.9982,1
Mint,Mint,0.9465,1
Mint,Betel,0.5694,0
Mint,Mint,0.9827,1
Mint,Mint,0.9997,1
Mint,Mint,0.985,1
Mint,Mint,0.9385,1
Mint,Tulasi,0.4626,0
Mint,Mint,0.9874,1
Mint,Mint,0.4781,1
Mint,Mint,0.8154,1
Mint,Mint,0.9994,1
Mint,Mint,0.9421,1
Mint,Mint,0.9937,1
Mint,Mint,0.9677,1
Mint,Mint,0.9953,1
Mint,Mint,0.9921,1
Mint,Mint,0.999,1
Mint,Mint,0.999,1
Mint,Mint,0.9995,1
Mint,Mint,0.9998,1
Mint,Mint,0.8186,1
Mint,Henna,0.377,0
Mint,Mint,0.7806,1
Mint,Mint,0.9838,1
Nagadali,Ganike,0.9473,0
Nagadali,Nagadali,0.9992,1
Nagadali,Ganike,0.8909,0
Nagadali,Nagadali,0.9863,1
Nagadali,Ganike,0.9393,0
Nagadali,Nagadali,0.9965,1
Nagadali,Ganike,0.8159,0
Nagadali,Nagadali,0.9777,1
Nagadali,Nagadali,0.9972,1
Nagadali,Ganike,0.8701,0
Nagadali,Ganike,0.8602,0
Nagadali,Nagadali,0.9882,1
Nagadali,Ganike,0.7631,0
Nagadali,Nagadali,0.9953,1
Nagadali,Ganike,0.9689,0
Nagadali,Nagadali,0.3904,1
Nagadali,Nagadali,0.9589,1
Nagadali,Nagadali,0.5587,1
Nagadali,Nagadali,0.9985,1
Nagadali,Nagadali,0.9534,1
Nagadali,Nagadali,0.9451,1
Nagadali,Ganike,0.8854,0
Nagadali,Nagadali,0.9669,1
Neem,Mango,0.6755,0
Neem,Neem,0.3733,1
Neem,Neem,0.797,1
Neem,Neem,0.7271,1
Neem,Castor,0.7636,0
Neem,Neem,0.887,1
Neem,Neem,0.983,1
Neem,Neem,0.9998,1
Neem,Neem,0.9712,1
Neem,Bamboo,0.4499,0
Neem,Neem,0.9669,1
Neem,Neem,0.9565,1
Neem,Neem,0.5242,1
